url,toc_title,title,display_title,description,summary,updated_at,ms_topic,sub_skill_type,confidence,has_expert_knowledge,classification_reason,change_type
https://learn.microsoft.com/en-us/azure/data-api-builder/command-line/,Overview,Data API builder CLI reference - Data API builder,Use Data API builder CLI commands to manage configs,"The Data API builder (DAB) command-line interface (CLI) provides commands to add entities, configure runtime settings, export schema, initialize configs, start the runtime, update entities, and valida","The Data API builder (DAB) command-line interface (CLI) lets you configure, run, and validate Data API builder projects. Use these commands to create, manage, and operate your configuration files and runtime.",2025-12-19T18:09:00Z,landing-page,configuration,0.85,True,CLI reference describing commands and options for configuring and running DAB; includes command parameters and behaviors that form a configuration surface unique to this product.,unchanged
https://learn.microsoft.com/en-us/azure/data-api-builder/command-line/dab-add,dab add,Add entities with the DAB CLI - Data API builder,Add entities to Data API builder configuration with CLI,Use the Data API builder (DAB) CLI to add new entities to your API configuration.,"Add a new entity definition to an existing Data API builder configuration file. You must already have a config created withdab init. Usedab updateto modify entities after creation. Tip Usedab addto create new entities, anddab updateto evolve them.",2025-12-19T18:09:00.000Z,reference,configuration,0.8,True,"Command reference for `dab add`; likely documents flags and JSON schema fragments for entity definitions, which are configuration parameters with allowed values.",unchanged
https://learn.microsoft.com/en-us/azure/data-api-builder/command-line/dab-configure,dab configure,Configure runtime and data source with the DAB CLI - Data API builder,Configure Data API builder runtime and data source via CLI,Use the Data API builder (DAB) CLI to configure runtime and data source settings in your API configuration file.,"Configure runtime and data source properties that aren't entity-specific in an existing Data API builder configuration file.
Unspecified options leave existing values unchanged. If any provided option is invalid, the entire update fails (all-or-nothing). Acronyms used in this reference: MCP stands for Model Context Protocol. DML stands for data manipulation language. TTL stands for time to live. JWT stands for JSON Web Token. RC stands for release candidate. DCR stands for data collection rule. ",2026-01-27T06:02:00.000Z,reference,configuration,0.9,True,"Explicitly about configuring runtime and data source properties; mentions acronyms like TTL, JWT, DCR, implying detailed options and constraints for configuration.",unchanged
https://learn.microsoft.com/en-us/azure/data-api-builder/command-line/dab-export,dab export,Export schema with the DAB CLI - Data API builder,Export GraphQL schemas using DAB CLI,Use the Data API builder (DAB) CLI to export or generate GraphQL schemas from existing configurations or Cosmos DB data.,Export or generate a GraphQL schema file and save it to disk. Two modes are supported:,2026-03-06T06:02:00.000Z,reference,integrations,0.65,True,"A CLI reference page for exporting or generating GraphQL schemas typically includes command syntax, flags, and parameter names/values specific to Data API builder. Those product-specific CLI parameters and modes qualify as integration/coding patterns rather than generic knowledge.",unchanged
https://learn.microsoft.com/en-us/azure/data-api-builder/command-line/dab-init,dab init,Initialize a config with the DAB CLI - Data API builder,Initialize Data API builder configuration files with CLI,Use the Data API builder (DAB) CLI to initialize a new API configuration file.,"Initialize a new Data API builder configuration file. The resulting JSON captures data source details, enabled endpoints (REST, GraphQL, MCP), authentication, and runtime behaviors.",2025-12-19T18:09:00.000Z,reference,configuration,0.9,True,"Describes `dab init` and resulting JSON structure including data source, endpoints, auth, and runtime behaviors; this is core configuration schema usage.",unchanged
https://learn.microsoft.com/en-us/azure/data-api-builder/command-line/dab-start,dab start,Start the runtime with the DAB CLI - Data API builder,Start Data API builder runtime via CLI,Use the Data API builder (DAB) CLI to start the runtime and serve APIs based on your configuration.,Start the Data API builder runtime with an existing configuration file.,2026-03-06T06:02:00.000Z,reference,integrations,0.65,True,"A runtime start command page generally documents DAB-specific CLI options (e.g., config file arguments, ports, environment flags). These concrete parameter names and usage patterns are product-specific configuration/integration details, not generic deployment concepts.",unchanged
https://learn.microsoft.com/en-us/azure/data-api-builder/command-line/dab-update,dab update,Update entities with the DAB CLI - Data API builder,Update Data API builder entity definitions with CLI,Use the Data API builder (DAB) CLI to update existing entities in your API configuration.,"Update an existing entity definition in the Data API builder configuration file. Use this command to adjust source metadata, permissions, exposure (REST/GraphQL), policies, caching, relationships, mappings, and descriptive metadata after the entity has already been added. Tip Usedab addto create new entities, anddab updateto evolve them. Field name remapping (--map) is only available inupdate, not inadd.",2025-12-19T18:09:00.000Z,reference,configuration,0.85,True,"Reference for `dab update`; includes options for permissions, caching, relationships, mappings, and descriptive metadata, all of which are configuration parameters with specific allowed values.",unchanged
https://learn.microsoft.com/en-us/azure/data-api-builder/command-line/dab-validate,dab validate,Validate configuration with the DAB CLI - Data API builder,Validate Data API builder configuration files in CI/CD,"Use the Data API builder (DAB) CLI to validate configuration files for schema, permissions, connectivity, and metadata before runtime starts.","Validate a Data API builder configuration file without starting the runtime. Runs a sequence of checks (schema, structure, permissions, connectivity, metadata) and returns an exit code for success (0) or failure (non-zero). Useful in CI/CD pipelines.",2025-12-19T18:09:00.000Z,reference,configuration,0.8,True,"Describes `dab validate` checks (schema, permissions, connectivity, metadata) and exit codes; provides product-specific validation behavior useful for configuration management.",unchanged
https://learn.microsoft.com/en-us/azure/data-api-builder/command-line/install,Installation,Install the DAB CLI - Data API builder,,Use the Data API builder (DAB) command-line interface (CLI) to create APIs for your databases by installing it on your system.,"In this guide, you go through the steps to install the Data API builder (DAB) command-line interface (CLI) on your local machine. You can then use the CLI to perform the most common actions with DAB. The CLI is distributed as a .NET tool.",2026-01-23T06:02:00.000Z,reference,,0.4,False,"Installation guide for the CLI; mostly environment setup and basic install commands, not detailed configuration schemas or limits.",unchanged
https://learn.microsoft.com/en-us/azure/data-api-builder/concept/api/graphql,Call GraphQL endpoints,How to call GraphQL endpoints - Data API builder,,"Learn how to call and use GraphQL endpoints in Data API builder, including how to query, filter, sort, and page results.","GraphQL endpoints in Data API builder (DAB) let you query and modify data with precision.
Each query declares exactly what fields you need and supports arguments for filtering, ordering, and paging results. By default, DAB hosts its GraphQL endpoint at: Entities exposed through configuration are automatically included in the GraphQL schema.
For example, if you havebooksandauthorsentities, both appear as root fields in the schema. Note To explore the schema and autocomplete fields, use any modern",2026-03-05T00:03:00.000Z,concept-article,,0.3,False,"The page appears to be a conceptual/how-to guide on calling GraphQL endpoints (querying, filtering, sorting, paging) with DAB. From the summary it does not clearly expose product-specific error codes, limits, or detailed configuration tables; it mainly explains usage concepts that are largely generic.",unchanged
https://learn.microsoft.com/en-us/azure/data-api-builder/concept/api/http-if-match,Use If-Match header,Use the If-Match HTTP Header in PUT and PATCH Operations - Data API builder,Control upsert behavior with If-Match in DAB REST,Use http headers to control upsert operations,"For REST endpoints, developers often want control over whether updates create new records or only modify existing ones. TheIf-MatchHTTP header provides that control in Data API builder (DAB). By default, DAB treatsPUTandPATCHasupsertoperations: If the resource exists: it's updated. If it doesn't exist: it's inserted. AddingIf-Match: *changes this behavior to update-only semantics.",2025-09-27T05:02:00.000Z,reference,integrations,0.65,True,"Describes product-specific semantics of the If-Match header for PUT/PATCH upserts. This is detailed HTTP API behavior and parameter usage, fitting integrations & coding patterns.",unchanged
