url,toc_title,title,display_title,description,summary,updated_at,ms_topic,sub_skill_type,confidence,has_expert_knowledge,classification_reason,change_type
https://learn.microsoft.com/en-us/azure/key-vault/certificates/about-certificates,About certificates,About Azure Key Vault certificates,,Get an overview of the Azure Key Vault REST interface and certificates.,Azure Key Vault certificate support provides for management of your X.509 certificates and the following behaviors: Allows a certificate owner to create a certificate through a key vault creation process or through the import of an existing certificate. Imported certificates include both self-signed certificates and certificates that are generated from a certificate authority (CA). Allows a Key Vault certificate owner to implement secure storage and management of X.509 certificates without inter,2025-04-14T08:00:00.000Z,overview,,0.3,False,"High-level overview of Key Vault certificates; no detailed limits, configs, or product-specific patterns.",unchanged
https://learn.microsoft.com/en-us/azure/key-vault/certificates/certificate-access-control,Certificate access control,About Azure Key Vault Certificates access control,,Overview of Azure Key Vault certificates access control,"Key Vault manages access control for certificates at the key vault level. The access control policy for certificates is distinct from the access control policies for keys and secrets in the same key vault. You can create one or more vaults to hold certificates, to maintain scenario-appropriate segmentation and management of certificates. Access to a key vault is controlled through two interfaces: thecontrol planeand thedata plane. Both planes use Microsoft Entra ID for authentication. For author",2026-01-08T23:13:00.000Z,overview,,0.5,False,Access control overview for certificates; mentions control/data plane and Entra ID but no specific RBAC role names or permission scopes.,unchanged
https://learn.microsoft.com/en-us/azure/key-vault/certificates/certificate-scenarios,Get started with Key Vault certificates,Get started with Key Vault certificates,,Get started with Key Vault certificates management.,This guideline helps you get started with certificate management in Key Vault. List of scenarios covered here:,2026-01-30T08:00:00.000Z,conceptual,,0.2,False,Scenario list for getting started; appears to be navigation/overview content without detailed technical specifics.,unchanged
https://learn.microsoft.com/en-us/azure/key-vault/certificates/create-certificate,Certificate creation methods,Certificate creation methods,,Learn about different options to create or import a Key Vault certificate in Azure Key Vault. There are several ways to create a Key Vault certificate.,"A Key Vault (KV) certificate can be either created or imported into a key vault. When a KV certificate is created, the private key is created inside the key vault and never exposed to certificate owner. The following are ways to create a certificate in Key Vault: Create a self-signed certificate:Create a public-private key pair and associate it with a certificate. The certificate will be signed by its own key. Create a new certificate manually:Create a public-private key pair and generate an X.5",2025-04-14T08:00:00.000Z,conceptual,,0.4,False,"Explains methods to create/import certificates; conceptual and procedural, no numeric limits or config parameter tables.",unchanged
https://learn.microsoft.com/en-us/azure/key-vault/certificates/create-certificate-scenarios,Monitor and manage certificate creation,Monitor and manage certificate creation,,"Scenarios demonstrating a range of options for creating, monitoring, and interacting with the certificate creation process with Key Vault.",Applies To: Azure The scenarios / operations outlined in this article are:,2026-01-30T08:00:00.000Z,conceptual,,0.2,False,"Scenario overview for certificate creation; summary suggests high-level operations, not detailed configs or limits.",unchanged
https://learn.microsoft.com/en-us/azure/key-vault/certificates/create-certificate-signing-request,Create certificate signing requests,Creating and merging a certificate signing request in Azure Key Vault,,Learn how to create and merge a CSR in Azure Key Vault.,"Azure Key Vault supports storing digital certificates issued by any certificate authority (CA). It supports creating a certificate signing request (CSR) with a private/public key pair. The CSR can be signed by any CA (an internal enterprise CA or an external public CA). A certificate signing request (CSR) is a message that you send to a CA in order to request a digital certificate. For more general information about certificates, seeAzure Key Vault certificates. If you don't have an Azure subscr",2026-01-30T08:00:00.000Z,tutorial,,0.4,False,How-to for creating and merging CSRs; procedural guidance without evidence of detailed configuration parameters or limits.,unchanged
https://learn.microsoft.com/en-us/azure/key-vault/certificates/faq,Frequently asked questions,Azure Key Vault certificate FAQ,Troubleshoot common Azure Key Vault certificate issues,Frequently asked questions about Azure Key Vault certificates,This article answers frequently asked questions about Azure Key Vault certificates.,2025-01-17T05:33:00Z,overview,troubleshooting,0.6,True,"FAQ for certificates is likely to include specific error messages, behavioral edge cases, and product-specific answers that map symptoms to causes/solutions.",unchanged
https://learn.microsoft.com/en-us/azure/key-vault/certificates/how-to-export-certificate,Export certificate from key vault,Export certificates from Azure Key Vault,,Learn how to export certificates from Azure Key Vault.,"Learn how to export certificates from Azure Key Vault. You can export certificates by using the Azure CLI, Azure PowerShell, or the Azure portal.",2026-01-30T08:00:00.000Z,how-to,,0.3,False,Export how-to via CLI/PowerShell/portal; likely basic commands without detailed configuration tables or constraints.,unchanged
https://learn.microsoft.com/en-us/azure/key-vault/certificates/how-to-integrate-certificate-authority,Integrate Key Vault with DigiCert CA,Integrating Key Vault with DigiCert certificate authority,Integrate Azure Key Vault with DigiCert CA,"This article describes how to integrate Key Vault with DigiCert certificate authority so you can provision, manage, and deploy certificates for your network.","Azure Key Vault allows you to easily provision, manage, and deploy digital certificates for your network and to enable secure communications for applications. A digital certificate is an electronic credential that establishes proof of identity in an electronic transaction. Azure Key Vault has a trusted partnership with the following Certificate Authorities: Azure Key Vault users can generate DigiCert/GlobalSign certificates directly from their key vaults. Key Vault's partnership ensures end-to-e",2026-01-30T08:00:00.000Z,how-to,integrations,0.65,True,"Product-specific integration with DigiCert/GlobalSign; such articles typically include CA-specific configuration parameters, endpoints, and settings unique to this integration.",unchanged
https://learn.microsoft.com/en-us/azure/key-vault/certificates/overview-renew-certificate,About certificate renewal,About Azure Key Vault certificate renewal,,This article discusses how to renew Azure Key Vault certificates.,"With Azure Key Vault, you can easily provision, manage, and deploy digital certificates for your network and enable secure communications for your applications. For more information about certificates, seeAbout Azure Key Vault certificates. By using short-lived certificates or by increasing the frequency of certificate rotation, you can help prevent access to your applications by unauthorized users. This article discusses how to renew your Azure Key Vault certificates.",2025-04-14T08:00:00.000Z,overview,,0.3,False,Conceptual description of certificate renewal and rotation; lacks concrete configuration values or error mappings.,unchanged
